PSTATABB,PNAME,LAT,LON,PLGENACL,PLGENAOL,PLGENAGS,PLGENANC,PLGENAHY,PLGENABM,PLGENAWI,PLGENASO,PLGENAGT,PLGENAOT
FL,Hamilton Solar Power Plant,30.444324,-83.186935,0,0,0,0,0,0,0,817,0,0
FL,Hammock Solar,26.692646,-81.324953,0,0,0,0,0,0,0,"158,083",0,0
FL,Hansel,28.289436,-81.407908,,,,,,,,,,
FL,Hardee Power Station,27.6364,-81.9636,0,0,"442,240",0,0,0,0,0,0,0
FL,Harvest Power Orlando,28.376111,-81.590556,0,0,0,0,0,"19,673",0,0,0,0
FL,Hecate Energy Blair Road LLC,30.286,-81.834,0,0,0,0,0,0,0,"6,784",0,0
FL,Henry D King,27.448611,-80.338611,,,,,,,,,,
FL,Hernando,28.66898,-82.485733,0,0,0,0,0,"10,603",0,0,0,0
FL,Hibiscus Solar Energy Center,26.7601,-80.3065,,,,,,,,,,
FL,Higgins,28.003262,-82.661507,0,0,"24,175",0,0,0,0,0,0,0
FL,Hillsborough County Resource Recovery,27.954901,-82.340469,0,0,0,0,0,"246,629",0,0,0,0
FL,Hines Energy Complex,27.788215,-81.869983,0,0,"13,368,185",0,0,0,0,0,0,0
FL,Hookers Point,27.9375,-82.444444,,,,,,,,,,
FL,Horizon Solar Energy Center,29.665556,-82.058333,0,0,0,0,0,0,0,"155,194",0,0
FL,Howard F Curren Advncd Wastewater Plant,27.9389,-82.4389,0,0,0,0,0,0,0,0,0,0
FL,IKEA Jacksonville Rooftop PV System,30.23,-81.51,0,0,0,0,0,0,0,"2,543",0,0
FL,IKEA Miami 327,25.7915,-80.3838,0,0,0,0,0,0,0,"1,616",0,0
FL,IKEA Tampa 042,27.953889,-82.4325,0,0,0,0,0,0,0,"1,680",0,0
FL,Indian River,28.493176,-80.780246,,,,,,,,,,
FL,Indian River (683),28.493232,-80.780124,0,9,"1,715",0,0,0,0,0,0,0
FL,Indian River Solar Center,27.573256,-80.578178,0,0,0,0,0,0,0,"162,704",0,0
FL,"Indiantown Cogeneration, LP",27.0389,-80.5125,"6,666",0,957,0,0,0,0,0,0,0
FL,Intercession City,28.262778,-81.548611,0,"24,358","519,261",0,0,0,0,0,0,0
FL,International Paper Pensacola,30.5966,-87.3264,0,0,"103,654",0,0,"368,338",0,0,0,0
FL,Interstate Solar Energy Center,27.5,-80.44,,,,,,,,,,
FL,J D Kennedy,30.364818,-81.625967,0,0,"109,115",0,0,0,0,0,0,0
FL,J R Kelly,29.6461,-82.3208,0,0,"613,761",0,0,0,0,0,0,0
FL,J Woodruff,30.708571,-84.863869,0,0,0,0,"211,089",0,0,0,0,0
FL,Jackson Mill,30.364444,-81.629722,,,,,,,,,,
FL,Jacksonville Solar,30.320748,-81.956377,0,0,0,0,0,0,0,"17,670",0,0
FL,JED Solid Waste Mgmt Renewable Energy,28.063777,-81.097236,0,0,0,0,0,"55,713",0,0,0,0
FL,Lake Hancock Solar,27.719139,-82.033889,,,,,,,,,,
FL,Lake Placid Solar Power Plant,27.331136,-81.364018,,,,,,,,,,
FL,Lakeland Electric Co. (FL) - Aiport II,27.991144,-82.047303,,,,,,,,,,
FL,Lakeland Electric Co. (FL)-Airport 1,27.988523,-82.047295,0,0,0,0,0,0,0,"3,291",0,0
FL,Lakeside Solar Center,27.21421,-80.74458,,,,,,,,,,
FL,Lansing Smith Generating Plant,30.2686,-85.7003,0,"1,056","4,031,428",0,0,0,0,0,0,0
FL,Lauderdale,26.0686,-80.1984,0,"30,885","2,879,698",0,0,0,0,0,0,0
FL,Lee County Solid Waste Energy,26.631549,-81.760656,0,"1,061",0,0,0,"346,533",0,0,0,0
FL,Legoland Solar,27.986163,-81.690172,0,0,0,0,0,0,0,"2,242",0,0
FL,Levy Nuclear Plant,29.072222,-82.620278,,,,,,,,,,
FL,Lithia Solar,27.753272,-82.164656,0,0,0,0,0,0,0,"6,815",0,0
FL,Little Manatee River Solar,27.679868,-82.410644,,,,,,,,,,
FL,"LKL BLBD, LLC",28.066389,-82.0175,0,0,0,0,0,0,0,"10,656",0,0
FL,Lockheed Martin Solar,28.539415,-81.216368,0,0,0,0,0,0,0,"2,417",0,0
FL,Lockheed Martin Solar System,28.0479,-82.6853,0,0,0,0,0,0,0,3,0,0
FL,Loggerhead Solar Energy Center,27.237778,-80.541389,0,0,0,0,0,0,0,"156,537",0,0
FL,Magnolia Springs Solar Center,29.89857,-81.69333,,,,,,,,,,
FL,Manatee,27.6058,-82.3456,0,"120,896","8,541,902",0,0,0,0,0,0,0
FL,Manatee County LFGTE,27.468889,-82.450833,0,0,0,0,0,"11,632",0,0,0,0
FL,Manatee Solar Energy Center,27.607469,-82.355275,0,0,0,0,0,0,0,"166,230",0,0
FL,Marathon Generating Plant,24.710833,-81.0927,0,"-1,230",0,0,0,0,0,0,0,0
FL,Martin,27.0536,-80.5628,0,"127,564","12,702,571",0,0,0,0,"51,446",0,0
FL,McKay Bay Facility,27.949528,-82.421182,0,0,0,0,0,"145,938",0,0,0,0
FL,Miami Dade County Resource Recovery Fac,25.8356,-80.3566,0,0,"13,155",0,0,"299,348",0,0,0,0
FL,Miami Dade Solar Energy Center,25.64,-80.49,,,,,,,,,,
FL,Midulla Generating Station,27.641667,-81.9625,0,415,"3,636,642",0,0,0,0,0,0,0
FL,Midway,,,,,,,,,,,,
FL,Mosaic Co Bartow Facility,27.908,-81.9185,0,0,0,0,0,0,0,0,0,"351,762"
FL,Mosaic Co Greenbay,27.845,-81.909722,,,,,,,,,,
FL,Mosaic Co Mulberry Facility,27.891667,-81.925,,,,,,,,,,
FL,Mosaic Co Tampa Facility,27.8605,-82.3903,0,0,0,0,0,0,0,0,0,"251,127"
FL,Mosaic New Wales Operations,27.833642,-82.051937,0,0,0,0,0,0,0,0,0,"522,004"
FL,Mosaic South Pierce Operations,27.76522,-81.938787,0,0,0,0,0,0,0,0,0,"247,545"
FL,Mountain View Solar (FL),28.387144,-82.224408,,,,,,,,,,
FL,Mulberry Cogeneration Facility,27.8489,-81.8775,0,0,"389,623",0,0,0,0,0,0,0
FL,NA 1,,,,,,,,,,,,
FL,Nassau Solar Center,30.50391,-81.88411,,,,,,,,,,
FL,Northern Preserve Solar,30.2473,-82.226907,,,,,,,,,,
FL,Northside,30.4172,-81.5525,"857,870","1,537,724","1,882,478",0,0,0,0,0,0,0
FL,Okeechobee Clean Energy Center,27.634167,-80.791111,,,,,,,,,,
FL,Okeechobee Solar,27.630392,-80.794784,,,,,,,,,,
FL,Okeelanta Cogeneration,26.5769,-80.7469,0,0,"8,212",0,0,"54,618",0,0,0,0
FL,Oleander Power Project,28.3661,-80.7947,0,121,"124,119",0,0,0,0,0,0,0
FL,Orange Blossom Solar Center,27.59686,-80.57071,,,,,,,,,,
FL,Orange Cogeneration Facility,27.87082,-81.825061,0,0,"444,697",0,0,0,0,0,0,0
FL,Orlando CoGen,28.442623,-81.412343,0,0,"1,022,141",0,0,0,0,0,0,0
FL,Osceola,28.1289,-81.0978,,,,,,,,,,
FL,Osceola Solar Facility,28.058078,-81.241681,0,0,0,0,0,0,0,"6,330",0,0
FL,Osprey Energy Center,28.0525,-81.8083,0,0,"1,982,378",0,0,0,0,0,0,0
FL,P L Bartow,27.859535,-82.601759,0,"1,559","7,069,211",0,0,0,0,0,0,0
FL,Palm Bay Solar,27.8421,-80.631554,,,,,,,,,,
FL,Palm Beach Renewable Energy Facility 1,26.771389,-80.141944,0,0,758,0,0,"374,270",0,0,0,0
FL,Palm Beach Renewable Energy Facility 2,26.772439,-80.141815,0,0,"12,818",0,0,"472,461",0,0,0,0
FL,Partnership Station,27.9253,-82.4414,,,,,,,,,,
FL,Pasco Cnty Solid Waste Resource Recovery,28.3681,-82.5583,0,0,637,0,0,"187,994",0,0,0,0
FL,Payne Creek Solar,27.664583,-81.964222,0,0,0,0,0,0,0,"25,445",0,0
FL,Pea Ridge,30.59208,-87.135391,0,0,"77,980",0,0,0,0,0,0,0
FL,Peace Creek Solar,27.913306,-81.810111,,,,,,,,,,
FL,Pelican Solar Center,27.522,-80.54726,,,,,,,,,,
FL,Pensacola Florida Plant,30.5958,-87.2525,0,110,"633,754",0,0,0,0,0,0,"5,488"
FL,Perdido,30.57,-87.39,0,0,0,0,0,"23,298",0,0,0,0
FL,Perry Solar Facility,30.119304,-83.560054,0,0,0,0,0,0,0,"4,647",0,0
FL,Phillips,27.4439,-81.3633,,,,,,,,,,
FL,Pinellas County Resource Recovery,27.8733,-82.6741,0,0,8,0,0,"422,347",0,0,0,0
FL,Pioneer Trail Solar Energy Center,29.08,-81.1,,,,,,,,,,
FL,Polk,27.7286,-81.9897,"728,671",335,"7,501,069",0,0,0,0,0,0,0
FL,Port Everglades,26.0856,-80.1253,0,"11,789","6,896,328",0,0,0,0,0,0,0
FL,Portland (FL),30.573611,-86.215833,,,,,,,,,,
FL,Putnam,29.628338,-81.585084,,,,,,,,,,
FL,"Quantum Pasco Power, LP",28.374622,-82.188887,0,0,"86,773",0,0,0,0,0,0,0
FL,Reedy Creek,28.4263,-81.5809,0,0,0,0,0,0,0,0,0,0
FL,Rinehart,28.770601,-81.353336,0,0,0,0,0,0,0,0,0,0
FL,Rio Pinar,28.541515,-81.254067,,,,,,,,,,
FL,Riviera Beach Energy Center,26.7653,-80.0525,0,"6,651","6,713,948",0,0,0,0,0,0,0
FL,Rodeo Solar Center,27.32063,-81.81024,,,,,,,,,,
FL,"RP-Orlando, LLC",28.488889,-81.182222,0,0,0,0,0,0,0,"9,344",0,0
FL,S O Purdom,30.162304,-84.200673,0,0,"1,195,554",0,0,0,0,0,0,0
FL,Sanford,28.8419,-81.3256,0,0,"9,968,262",0,0,0,0,0,0,0
FL,Santa Rosa Energy Center,30.5664,-87.115,0,0,"1,212,117",0,0,0,0,0,0,0
FL,Sarasota County LFGTE Facility,27.203,-82.387,0,0,0,0,0,"33,682",0,0,0,0
FL,Scholz,30.6692,-84.8869,,,,,,,,,,
FL,Seminole (136),29.733056,-81.632778,"7,688,213","20,220",0,0,0,0,0,0,0,0
FL,Seminole Energy,28.790186,-81.089015,0,0,0,0,0,"17,274",0,0,0,0
FL,Seminole Mill,30.4178,-81.5978,0,0,"120,298",0,0,0,0,0,0,0
FL,Shady Hills,28.3665,-82.558611,0,356,"681,090",0,0,0,0,0,0,0
FL,Smith Street,29.0219,-80.9644,,,,,,,,,,
FL,"Solar Park Gainesville, LLC",29.700407,-82.337828,0,0,0,0,0,0,0,"2,279",0,0
FL,South District Wastewater Treatment Plt,25.549834,-80.336253,0,0,"1,387",0,0,"16,634",0,0,0,0
FL,South Energy Center,29.6383,-82.34,0,0,"52,526",0,0,0,0,0,0,0
FL,South West Landfill,29.513056,-82.548055,,,,,,,,,,
FL,Southfork Solar,27.573193,-82.191421,,,,,,,,,,
FL,Southside Generating Station,30.316389,-81.648888,,,,,,,,,,
FL,Space Coast Next Gen Solar Energy,28.4586,-80.6811,0,0,0,0,0,0,0,"17,546",0,0
FL,Springhill Gas Recovery Plant,30.928333,-85.426111,0,0,0,0,0,"35,291",0,0,0,0
FL,SRF Sorghum to Ethanol Advanced Biorefin,26.588056,-80.981111,,,,,,,,,,
FL,St Cloud,28.2447,-81.2881,,,,,,,,,,
FL,St Johns River Power Park,30.4308,-81.5508,0,0,0,0,0,0,0,0,0,0
FL,St Josephs Hospital,27.9828,-82.4919,0,0,"8,669",0,0,0,0,0,0,0
FL,St Lucie,27.348611,-80.246389,0,0,0,"15,562,581",0,0,0,0,0,0
FL,Standby Generation Plant,30.4736,-87.2361,0,0,93,0,0,0,0,0,0,0
FL,Stanton A,28.488246,-81.166944,0,0,"1,690,975",0,0,0,0,0,0,0
FL,Starratt Solar,30.494361,-81.600556,,,,,,,,,,
FL,Stock Island,24.563333,-81.7342,0,"2,141",0,0,0,0,0,0,0,0
FL,Sub 12,30.459813,-84.260028,0,0,"5,025",0,0,0,0,0,0,0
FL,Sunshine Gateway Solar Energy Center,30.29,-82.75,,,,,,,,,,
FL,Suwannee River,30.376389,-83.180556,0,"1,678","41,529",0,0,0,0,0,0,0
FL,Suwannee River Chemical Complex,30.4447,-82.7842,,,,,,,,,,
FL,Suwannee Solar Facility,30.376254,-83.174114,0,0,0,0,0,0,0,"14,767",0,0
FL,Sweetbay Solar Center,27.060112,-80.474488,,,,,,,,,,
FL,Swift Creek Chemical Complex,30.4522,-82.8644,0,78,"8,894",0,0,0,0,0,0,"85,165"
FL,Tampa Electric Co NA 2,27.9072,-82.4231,,,,,,,,,,
FL,Tampa Electric Co NA 3,27.796255,-82.399486,,,,,,,,,,
FL,Tampa Electric Co NA 4,,,,,,,,,,,,
FL,Telogia Power,30.3349,-84.8182,0,0,0,0,0,"88,523",0,0,0,0
FL,"The Mosaic Company, Plant City Facility",28.1663,-82.1388,0,0,0,0,0,0,0,0,0,0
FL,TIA Solar,27.965797,-82.532816,0,0,0,0,0,0,0,"3,162",0,0
FL,Tiger Bay,27.746369,-81.849446,0,0,"1,212,922",0,0,0,0,0,0,0
FL,Tom G Smith,26.612767,-80.0677,0,560,"11,278",0,0,0,0,0,0,0
FL,Trail Ridge Landfill Gas Recovery,30.227953,-82.040881,0,0,0,0,0,"59,300",0,0,0,0
FL,Trailside Solar Center,29.774987,-81.427853,,,,,,,,,,
FL,Treasure Coast Energy Center,27.383889,-80.3775,0,329,"1,847,540",0,0,0,0,0,0,0
FL,Trenton Solar Power Plant,29.635051,-82.843085,,,,,,,,,,
FL,Tropicana Products Bradent,27.483358,-82.548341,0,0,"196,525",0,0,0,0,0,0,0
FL,Turkey Point,25.4356,-80.3308,0,"13,528","6,049,134","13,749,768",0,0,0,0,0,0
FL,Twin Lakes,29.612188,-81.844528,,,,,,,,,,
FL,Union Springs Solar Center,29.97397,-82.30099,,,,,,,,,,
FL,University of Florida,29.640278,-82.348611,0,0,"331,594",0,0,0,0,0,0,0
FL,Unknown,27.627778,-81.845,,,,,,,,,,
FL,Unnamed,,,,,,,,,,,,
FL,Unsited,,,,,,,,,,,,
FL,Vandolah Power Project,27.523607,-81.923951,0,"9,863","1,143,851",0,0,0,0,0,0,0
FL,W E Swoope,29.0219,-80.9644,,,,,,,,,,
FL,Walt Disney World Solar Facility,28.3737,-81.562589,0,0,0,0,0,0,0,"8,337",0,0
FL,Waste Management Naples LFGTE Project,26.155833,-81.658055,0,0,0,0,0,"18,125",0,0,0,0
FL,West County Energy Center,26.6986,-80.3747,0,"32,026","19,808,889",0,0,0,0,0,0,0
FL,WestRock Panama City Mill,30.141984,-85.621103,"17,546","4,403","34,378",0,0,"141,182",0,0,0,0
FL,Wheelabrator North Broward,26.2878,-80.1581,,,,,,,,,,
FL,Wheelabrator Ridge Energy,28.0274,-81.8475,0,0,0,0,0,"189,034",0,0,0,"25,023"
FL,Wheelabrator South Broward,26.0687,-80.1986,0,0,0,0,0,"432,002",0,0,0,0
FL,Wildflower Solar Energy Center,27.316187,-81.783899,0,0,0,0,0,0,0,"166,413",0,0
FL,Wimauma Solar,27.736389,-82.271722,,,,,,,,,,
FL,Winston,28.0274,-82.0164,0,0,0,0,0,0,0,0,0,0
GA,191 Peachtree Tower,33.7583,-84.3869,0,0,0,0,0,0,0,0,0,0
GA,ADS Renewable Energy-Wolf Creek LLC,32.7755,-83.4348,0,0,0,0,0,"19,273",0,0,0,0
GA,AL Sandersville Energy Facility,33.1189,-82.8608,0,0,"73,109",0,0,0,0,0,0,0
GA,Albany Green Energy LLC,31.5559,-84.1103,0,0,"1,018",0,0,"69,951",0,0,0,0
GA,Allatoona,34.1637,-84.7282,0,0,0,0,"133,212",0,0,0,0,0
GA,Allen B Wilson Combustion Turbine Plant,33.137711,-81.748294,0,"4,093",0,0,0,0,0,0,0,0
GA,Arkwright,32.926944,-83.699444,,,,,,,,,,
GA,Athens Regional Medical Center,33.9625,-83.3981,0,0,0,0,0,0,0,0,0,0
GA,Atkinson,33.8175,-84.480278,,,,,,,,,,
GA,Atlanta Falcons Solar,33.755421,-84.400933,,,,,,,,,,
GA,Atlanta Gift Mart LP,33.7611,-84.3892,0,0,0,0,0,0,0,0,0,0
GA,"Azalea Solar, LLC",32.980833,-82.591667,0,0,0,0,0,0,0,"12,462",0,0
GA,Baconton Power,31.3869,-84.08,0,0,"67,566",0,0,0,0,0,0,0
GA,Bank of America Plaza,33.7708,-84.3861,0,0,0,0,0,0,0,0,0,0
GA,Barnett Shoals,33.839475,-83.309716,,,,,,,,,,
GA,Bibb Jones,32.777747,-83.756164,,,,,,,,,,
GA,BJ Gas Recovery,33.93,-84.2378,0,0,0,0,0,"7,594",0,0,0,0
GA,Blue Ridge,34.883889,-84.282222,0,0,0,0,"47,429",0,0,0,0,0
GA,Boulevard,32.0411,-81.145,0,43,0,0,0,0,0,0,0,0
GA,Bowen,34.1256,-84.9222,"13,582,918","36,996",0,0,0,0,0,0,0,0
GA,Brunswick Cellulose,31.175406,-81.521637,0,"3,526","37,320",0,0,"421,462",0,0,0,"1,517"
GA,Buford,34.162279,-84.077367,0,0,0,0,"209,768",0,0,0,0,0
GA,Burton Dam,34.7939,-83.5406,0,0,0,0,"30,793",0,0,0,0,0
GA,Butler Solar Farm 20,32.575542,-84.316547,0,0,0,0,0,0,0,"39,302",0,0
GA,Butler Solar Project 103,32.561944,-84.275833,0,0,0,0,0,0,0,"225,627",0,0
GA,Camilla Solar Energy Project,31.26955,-84.228721,,,,,,,,,,
GA,Camilla Solar Plant,31.183889,-84.131944,0,0,0,0,0,0,0,"27,491",0,0
GA,Camp Solar Plant,32.964722,-84.543889,0,0,0,0,0,0,0,"4,105",0,0
GA,Carters,34.6121,-84.6733,0,0,0,0,"160,893",0,0,0,0,0
GA,Cedartown Battery Energy Storage Project,34.041026,-85.223252,0,0,0,0,0,0,0,0,0,-109
GA,Chattahoochee Energy Facility,33.4072,-85.0386,0,0,"2,681,322",0,0,0,0,0,0,0
GA,CII Methane Management III LFG Plant,33.925556,-83.263889,0,0,0,0,0,"8,435",0,0,0,0
GA,CNN Center,33.759167,-84.395,0,92,0,0,0,0,0,0,0,0
GA,Columbia Bryson,33.429859,-82.196002,,,,,,,,,,
GA,Comer Solar,34.0942,-83.1439,0,0,0,0,0,0,0,"4,045",0,0
GA,Crisp Plant,31.844708,-83.940734,0,0,131,0,0,0,0,0,0,0
GA,Dahlberg (Jackson County),34.042267,-83.397721,0,"24,823","386,065",0,0,0,0,0,0,0
GA,Dalton 2,34.718056,-84.931944,0,0,0,0,0,0,0,"9,564",0,0
GA,Decatur County Solar Project,30.965,-84.626111,0,0,0,0,0,0,0,"40,872",0,0
GA,"Decatur Parkway Solar Project, LLC",30.991944,-84.633889,0,0,0,0,0,0,0,"175,160",0,0
GA,Denver Braswell PV,31.3,-83.8,0,0,0,0,0,0,0,606,0,0
GA,"Dougherty County Solar, LLC",31.512003,-84.044499,,,,,,,,,,
GA,Doyle Energy Facility,33.837699,-83.699577,0,0,"62,756",0,0,0,0,0,0,0
GA,Dublin Solar I,32.581,-82.926,0,0,0,0,0,0,0,"6,366",0,0
GA,Edward L Addison Generating Plant,32.9111,-84.3064,0,"17,931","328,880",0,0,0,0,0,0,0
GA,Edwin I Hatch,31.9342,-82.3447,0,0,0,"14,403,550",0,0,0,0,0,0
GA,"Effingham County Power, LLC",32.277252,-81.284411,0,0,"1,808,046",0,0,0,0,0,0,0
GA,Emory Decatur Hospital,33.7919,-84.2831,0,21,0,0,0,0,0,0,0,0
GA,Emory Hillandale Hospital,33.7036,-84.1494,0,4,0,0,0,0,0,0,0,0
GA,Flint River,31.6028,-84.1376,0,0,0,0,"22,496",0,0,0,0,0
GA,Flint River Operations,32.2544,-84.0667,0,"15,373","70,841",0,0,"351,242",0,0,0,0
GA,Fort Benning Solar Facility,32.352369,-84.968819,0,0,0,0,0,0,0,"55,294",0,0
GA,Fort Gordon Solar Facility,33.386625,-82.140117,0,0,0,0,0,0,0,"56,530",0,0
GA,Fort Stewart Solar Facility,31.90474,-81.595373,0,0,0,0,0,0,0,"52,716",0,0
GA,Freeman Avenue,32.182026,-84.14762,,,,,,,,,,
GA,Georgia LFG Oak Grove Plant,33.964988,-83.76564,0,0,"1,420",0,0,"29,194",0,0,0,0
GA,Georgia LFG Pine Ridge Plant,33.244192,-84.122025,0,0,0,0,0,"35,298",0,0,0,0
GA,Georgia LFG Richland Creek Plant,34.127146,-84.033376,0,0,0,0,0,"65,082",0,0,0,0
GA,Georgia Pacific Center,33.757513,-84.386871,0,0,0,0,0,0,0,0,0,0
GA,Georgia Power at Jakin GA PV,31.138,-85.031,0,0,0,0,0,0,0,"2,878",0,0
GA,Georgia Power at Swainsboro,32.605,-82.321,0,0,0,0,0,0,0,"5,992",0,0
GA,Georgia Power at Wadley GA,32.883,-82.41,0,0,0,0,0,0,0,"1,843",0,0
GA,Georgia-Pacific Cedar Springs,31.166,-85.0951,"95,196","9,931","46,260",0,0,"474,686",0,0,0,0
GA,GPC3,,,,,,,,,,,,
GA,GPC4,,,,,,,,,,,,
GA,GPC5,,,,,,,,,,,,
GA,GPC6,,,,,,,,,,,,
GA,Graniteville Enterprise Division,33.477027,-81.982732,0,0,0,0,945,0,0,0,0,0
GA,Graphic Packaging International Augusta Mill,33.328259,-81.953078,"4,235",62,"75,069",0,0,"293,757",0,0,0,0
GA,Gratis Road Solar Facility,33.844621,-83.697356,0,0,0,0,0,0,0,"5,581",0,0
GA,GRP Franklin Renewable Energy Facility,34.376111,-83.330556,,,,,,,,,,
GA,GRP Madison Renewable Energy Facility,34.040559,-83.192902,,,,,,,,,,
GA,Guyton Community Solar,32.412773,-81.442846,,,,,,,,,,
GA,Hammond,34.2528,-85.3456,"174,602","6,779",0,0,0,0,0,0,0,0
GA,Harllee Branch,33.195,-83.2983,,,,,,,,,,
GA,Hartwell Energy Facility,34.339588,-82.819871,0,"10,686","173,053",0,0,0,0,0,0,0
GA,Hartwell Lake,34.3564,-82.8219,0,0,0,0,"536,352",0,0,0,0,0
GA,Hawk Road Energy Facility,33.358472,-84.991391,0,0,"538,686",0,0,0,0,0,0,0
GA,Hazlehurst II,31.819444,-82.602222,0,0,0,0,0,0,0,"117,864",0,0
GA,Hazlehurst III,31.832474,-82.602139,,,,,,,,,,
GA,Hewlett Packard Enterprise,34.0864,-84.2677,0,0,0,0,0,0,0,0,0,0
GA,Hickory Ridge Landfill Solar Project,33.665,-84.336111,0,0,0,0,0,0,0,93,0,0
GA,High Shoals Hydro (GA),33.816547,-83.504932,0,0,0,0,0,0,0,0,0,0
GA,Hopeful Solar LLC,31.126342,-84.397442,,,,,,,,,,
GA,IKEA Savannah 490,32.177535,-81.173775,0,0,0,0,0,0,0,"1,001",0,0
GA,Imperial Savannah LP,32.143989,-81.14655,"8,133",0,"31,457",0,0,0,0,0,0,0
GA,Inforum,33.7533,-84.3889,0,0,0,0,0,0,0,0,0,0
GA,Inland Paperboard Packaging Rome,34.2528,-85.3275,"41,296","11,919","14,917",0,0,"311,676",0,0,0,"6,274"
GA,International Paper Savanna Mill,32.100354,-81.124248,0,0,"161,676",0,0,"474,847",0,0,0,0
GA,Interstate Paper LLC Riceboro,31.741629,-81.407856,0,95,"4,688",0,0,"108,733",0,0,0,0
GA,Jack McDonough,33.8239,-84.4758,0,10,"16,799,043",0,0,0,0,0,0,0
GA,Jesup Plant,31.6593,-81.8439,0,"32,842","43,599",0,0,"390,451",0,0,0,0
GA,Kamin LLC Wrens Mine,33.3319,-82.4522,,,,,,,,,,
GA,Kamin LLC Wrens Plant,33.273835,-82.407813,0,0,504,0,0,0,0,0,0,0
GA,King Mill,33.485245,-81.991203,0,0,0,0,136,0,0,0,0,0
GA,King's Bay Solar Facility,30.834897,-81.563637,0,0,0,0,0,0,0,"55,206",0,0
GA,Kraft,32.1486,-81.1458,,,,,,,,,,
GA,Lake Blackshear Project,31.847697,-83.941996,0,0,0,0,"45,248",0,0,0,0,0
GA,Lakeland Solar Energy LLC,31.026944,-83.055,0,0,0,0,0,0,0,"3,961",0,0
GA,Laredo Bus Facility Solar Canopies,33.783333,-84.267778,0,0,0,0,0,0,0,"1,288",0,0
GA,"Live Oak Solar, LLC",32.423798,-82.102824,0,0,0,0,0,0,0,"98,069",0,0
GA,Lloyd Shoals,33.320773,-83.841922,0,0,0,0,"74,145",0,0,0,0,0
GA,Marine Corps Logistics Base Solar,31.560729,-84.093261,0,0,0,0,0,0,0,"48,929",0,0
GA,MAS ASB Cogen Plant,33.655,-84.394444,0,0,"26,486",0,0,"3,846",0,0,0,0
GA,McCleskey Cotton,31.825063,-84.385575,,,,,,,,,,
GA,McIntosh (6124),32.356287,-81.168347,"22,901","8,541","27,034",0,0,0,0,0,0,0
GA,McIntosh Combined Cycle Facility,32.3478,-81.1817,0,0,"9,053,313",0,0,0,0,0,0,0
GA,MCLB Landfill Gas to Energy,31.546111,-84.0675,0,0,695,0,0,"6,511",0,0,0,0
GA,McManus,31.213645,-81.546165,0,"9,821",0,0,0,0,0,0,0,0
GA,MEAG1,,,,,,,,,,,,
GA,MEAG2,,,,,,,,,,,,
GA,MEAG3,,,,,,,,,,,,
GA,Mid-Georgia Cogeneration,32.4856,-83.6039,0,"16,459","194,877",0,0,0,0,0,0,0
GA,Milstead,33.689362,-83.990333,0,0,0,0,"2,495",0,0,0,0,0
GA,Mitchell (GA),31.444728,-84.134696,,,,,,,,,,
GA,Moody Air Force Base Solar,30.9574,-83.2229,,,,,,,,,,
GA,Morgan Falls,33.9684,-84.3827,0,0,0,0,"43,708",0,0,0,0,0
GA,Mount Vernon Solar,33.8388,-83.638,0,0,0,0,0,0,0,"1,871",0,0
GA,MPC Generating,33.8119,-83.6953,0,"4,173","14,356",0,0,0,0,0,0,0
GA,"Multitrade Rabun Gap, LLC",34.9536,-83.3786,0,0,0,0,0,"96,873",0,0,0,0
GA,Muscogee Public Works,32.49375,-84.861326,,,,,,,,,,
GA,Nacoochee,34.755269,-83.501073,0,0,0,0,"19,901",0,0,0,0,0
GA,Naval Submarine Base Kings Bay,30.7917,-81.5333,0,"4,375",0,0,0,0,0,0,0,0
GA,North Highlands,32.498791,-84.995585,0,0,0,0,"151,436",0,0,0,0,0
GA,Nottely,34.959153,-84.08765,0,0,0,0,"40,579",0,0,0,0,0
GA,Oil Dri 2 Solar,30.991,-84.066,,,,,,,,,,
GA,Old Midville Solar,32.820676,-81.98176,0,0,0,0,0,0,0,"42,287",0,0
GA,Oliver Dam,32.5163,-84.9969,0,0,0,0,"236,037",0,0,0,0,0
GA,Pawpaw Solar Plant,32.572875,-84.256778,0,0,0,0,0,0,0,"64,531",0,0
GA,PCA-Valdosta Mill,30.694444,-83.303056,0,60,"11,439",0,0,"283,938",0,0,0,0
GA,Pecan Row Landfill To Electric Facility,30.815,-83.3625,0,0,0,0,0,"35,153",0,0,0,0
GA,Piedmont Green Power,33.045278,-84.125556,0,0,0,0,0,"407,484",0,0,0,0
GA,PInova Inc,31.164772,-81.478724,0,0,0,0,0,0,0,0,0,0
GA,Plant Washington,33.064722,-82.745,,,,,,,,,,
GA,Pleasant Valley Solar,33.7368,-83.6971,0,0,0,0,0,0,0,"4,764",0,0
GA,Port Wentworth Mill,32.1561,-81.1586,0,"2,166","28,550",0,0,"419,583",0,0,0,0
GA,Quitman Solar,30.849005,-83.643279,,,,,,,,,,
GA,Richard B Russell,34.0256,-82.5953,0,0,0,0,"442,696",0,0,0,0,0
GA,Richland Solar Center,32.638034,-83.378924,0,0,0,0,0,0,0,"40,189",0,0
GA,Richmond Hayes Solar,33.364,-82.022,,,,,,,,,,
GA,Rincon Solar I,32.292879,-81.284401,0,0,0,0,0,0,0,"31,869",0,0
GA,Riverside (GA),32.083611,-81.095555,,,,,,,,,,
GA,Riverwood 100 Building,33.8775,-84.4603,,,,,,,,,,
